Пол,Сообщение
False, 1 Тмск 32 М 2 Разносторонне развитый 3 Тян 4 Поговорить перед сном о всяком бонусом могу предложить большой жизненный опыт в плане отношений и т п Могу ответить на вопросы вк id395748472
False, 1 Алматы кун 25лвл 2 Да 3 Угадайте 4 
True, тян поговорить эту ночь я скоро с ума сойду от всего пиздеца который вокруг творится реально будь постарше 16 я не всратый и мне 20 лет если что arzacar
False, М 21 Слобожанщина Люблю дебильные шутки и тяжёлую музыку Собеседника HeavyIdiot
True, попиздеть с кем нибудь на ночь давайте тню лучше чем куна 
False, Напиши новую тг 
False, Питер 19 м не всрат 180 61 фотку скину в лс Рисование философия концепт арт игры аниму аморальные мемесы Тян без лишних 100 кг чтоб погулять по питеру пообщаться поиграть вместе походить на какие нибудь ивенты Телега 
False, карочк шизик патлач гей хуй нижний новгород
False, Дс кун 26 Тянку bitterstone
False, 1 Волгоград 21 М 2 Здесь расписывать не буду всё расскажу если напишут 3 Тян внешность не столь важна разве что не оче толстую 4 nyashka55 yandex ru
False, 1 Казань 20 лет Парень 2 Люблю фантастику SW LOTR и прочую фэнтезийную гадость Книги по психологии философии и бусидо Играю на гитарке и не много на синтезаторе Увлекаюсь спортом в частности качалочкой и мордоворотием 3 Ищу девульку для общения 18 4 
True, 1 20 ж 2 Люблю Хармса и разные прикольные штуки люблю языки и животных песели котели все остальные не люблю слишком грубых или слишком слащавых людей 3 Ищу с кем бы поговорить но это довольно сложная задача сейчас потому что мое настроение оставляет желать лучшего Шлите музыку или шлите смешные картинки что нибудь интересное 4 htsal_ter mail ru
False, ребзи имеется непреодолимое желание пересмотреть Бойцовский клуб или просто посмотреть какое нибудь неплохое кино 
False, Ищу тян 22 кун 26 г Челябинск расскажу при общение телега poletnalunu
False, Вдоволь нагулявшийся видавший разное дерьмо высокий улыбчивый открытый миру и интересным знакомствам 26лвл кун с ДС В поисках такой же тян 23 для милых бесед ламповых прогулок и всего такого Послушаю твои прохладные а как заскучаем потравлю тонну своих Под годный рок 80х будем жарить блинчики на завтрак читать друг другу сказки на ночь Лоялен к веществам ну лучше уж без них Откровенно ебанутые духовно богатые личности под гнетом собственного ЧСВ сразу нахуй я за теплое человеческое общение Пустой вк оттуда перекатимся куда нибудь 
False, Ещё неделю назад было 22 теперь какого то хрена 23 Парень Невсрат бородат и вообще лапочка Петрозаводск Интересы есть Какие не знаю Музыка спортик китайские говнокомиксы и бурятские порномультики природа из того с чем чаще всего сталкиваюсь Нужен повод скататься до Москвы в конце месяца Или до Питера Или повод пройтись погуляться в родном Птз Повод нужен строго женского пола от 18 лет Если я пишу это то значит мне пиздец как скучно тг Ginkosan Разучился нормально общаться в личных сообщниях 
False, Есть кто с Бибирево или близлежащих районов Свистит хата до 7 30 утра далее на работу телега skywokerjam Кун 23 урод алко и вещ ва приветствую 
False, 1 М 19 Тула 2 Книги алкоголь музыка а так же всякое разное 3 Безумно скучно этой теплой зимой ищу движа в любых его проявлениях 4 Tg Vctrn
False, Писать незнакомцам в тг не могу а хочется 
False, 1 М 22 Новосибирск сейчас отсутствую 2 Видеоигры игры и поигрульки и все что около 3 Случайных связей для общения любого характера с любой целью 4 Tg awinvisble
False, Москва 25 М Ты серотониновая ямка Серотониновая дырочка в асфальте после долгой зимы куда стекается грязная вода с переливающимся бензином Серотониновый протоптыш на лестнице шестидесятилетней хрущевки в которой собирается вода с текущей крыши и блевотина моих одноклассников треть из которых уже давно мертвы или сидят Серотониновая оплавленная рана в диване от упавшего уголька сигареты за которую мамка даже уже не спрашивает Я крастиллик цвета шампань в мятом зиплоке От моего внешнего вида радостно и одновременно больно но я единственное о чьем эффекте ты знаешь наперед Камушек малахита приехавший с урала и вырванный из той самой дырочки шипом с колеса гелика ебыря соседки Горький песок растворяющийся в ведре уборщицы хрущевки которая моет полы и перила одной тряпкой Колючий плед или мягкая игрушка прикрывающий дырочку в диване Ты мой кусочек салфеточки 
False, 1 30 лвл кун 2 История средних веков фантастика фэнтези религиозная философия электронная музыка 3 Собеседника 4 Телеграм consolamentum 
False, 1 Кун ДС2 25 180 80 подкачан зеленоглазый блондин 7 8 10 2 Физуха научпоп шахматы история математика знания всякого знаю по чуть чуть 3 Не жирную без тату и пирсинга 16 22 для встреч секса и в идеале семьи с личинками Ранее встречался тут с несколькими в году 13 и годик назад полноватыми и плохими в постели но лучшими девушками по общению в моей жизни Теперь кажется подобный человек мне и нужен по жизни рядом Когда то я превозмог пол года альфовал и только сейчас сделал выводы вернулся к корням Если ты свободных взглядов просто и открыто смотришь на мир то по крайней мере один вечер мы проведем за приятной беседой Буду постить через день до конца января ya ivanovden yandex ru
False, 1 кун тридцать мухосранск миллионик 2 всё интересно 3 приятных людей 4 imblnc
True, ДС 22 Мужчина Работаю в свободное время радуюсь жизни По дефолту Выставки музеи театр концерты бары пешие прогулки литература PS4 фитнес Тян 17 25 лет которой немного одиноко у которой есть желание найти одного человека с которым можно строить общение по принципу взаимной заботы внимания уважения а не распыляться на множество рандомных знакомств Будем вместе развиваться и деградировать тусить и сычевать Переход в ИРЛ предпочтителен как и обмен фото Почта jobfor2ch yandex ru Телеграм krugom_odni_evrei
False, Не знаю зачем эта анкета вообще Кун красноярск
False, tghex
False, питер питерок 27 м бесполезное безсмысленное животное но довольно мил на внешку не знаю что с этим делать интересную тянку можно даже с анологичным экзистенциальным кризисом попиздеть подумать как жить выслушаю напою чаем согрею потравлю кулсторей из молодости не ёбырь террорист дырку тут не ищу aqua dementia bk ru
True, ДС 23 Ж Учусь и работаю переехала недавно ничего особо тут не знаю была бы рада найти анончика который покажет город Пол не важен перекат в ирл желателен Тг Tlena_elena
False, ДС2 СПб Питер Кун 23 Суп сок Недавно приехал в Питер ищу разных интересных клевых людей Иногда депрессую иногда делаю всякие безумные вещи На видосе я Это все постанова конечно же Пишите кому интересно
False, Красивый статный мужчина 19 Сергиев Посад ДС МО Прокачу даму сердца на коне Телеграм malchik_molodoy
False, ДС2 кун 28 Давай на чистоту ты в меру ебанутая не жирная уже нахуестрадалась по своим бывшим хапнула говнеца и готова к чему то новому У тебя уже есть пиздолизы и друзья которым ты можешь нести всякую хуйню и демонстрировать свою уникальность в этом жестоком мире Я обычнокун работаю и зарабатываю в отличии от твоего бывшего ем мясо пью пиво не воняю и конечно же не жирный Не смазливый патл нет в митол группе не состоял нести хуйню разыгрывать драмы или врать я тебе тоже не собираюсь Местный на твоё материальное состояние мне тоже похуй но кормить и поить тебя я не стану Что мы будем делать Сидеть в пабах кафе гулять рофлить и делиться впечатлениями от жизни без хуйни без мистика без драм forgodcheses телега
True, бля и удолила я как раз такой и сам искал добрую тянучку для покушать пледик есть ламповость есть хорошая внешка тоже пиши если примерно такая тут водится дс2 26 милый грустный стройняш тянучку для обнимашек посиделок
False, я впервые делал какую то анкету притом очень долго _ ну да ладно помимо этого скажу я пишу стихи играю в доту и тем самым зарабатываю сейчас учусь в универе и очень много проебываю но меня не так просто отчислить з еще перед НГ меня бросила девочка бухаю как мразь и не могу отойти в общем надеюсь я смогу тебя чем то заинтересовать ищу тян конечно же которая подарит уюта и тепла 
True, 16 lvl тян Любого человека пообщаться Рассказывать о провождении дня и обмениваться музыкой А общаться будем в kvirc Сервер и название канала через почту 
False, поговорить на один или много раз
False, ДС2 Санкт Петербург
True, Привет Тян 19 около дс Учусь срусь с родителями хочу набить тату на эту и на ту теку от элджея Ищу человека на попиздеть если все срастется и мы окажемся в относительной близости то можем даже ирл увидеться 3 polnaya_luna тележка
False, кун 20 лет обычный хикка ищу тянучку мур лучше сегодня плиз не трите 
False, 20 ДС М 200 95 Художу компьютером и руками на что и живу читаю отвратительные книги слушаю такую себе музыку Пухлотянки вэлком Телега cozynakovich
False, Кун ДС2 25 Хочу тян себе в телеграм 
False, Пишите черти hmuriy_chelovek
False, Кун 19лвл tratata1437
False, 
True, Екатеринбург Екб 16 лвл ж Интересуюсь всем и ничем Люблю паразитировать на людях кушать спать и иногда общаться с незнакомцами Ищу непринуждённое общение и всё в таком роде 
False, 22 года кунец ДС2 Ищу кого нибудь попиздеть в скупе воесом Шутки пошутить кулстори потравить за житуху поныть вся хуйня Пол и прочая хуйня слабо интересует Будь хоть собакой хоть трапом А еще мы можем поиграть в а то чёт очень хочется Скуп hurrdurr51
False, 1 25 кун ДС 2 Заебался от одиночества Работа мало способствует личной жизни Из интересов кино анимация музыка Связано в первую очередь с профессиональной деятельностью Было бы клево если бы ты в этом тоже что то понимала Также из интересов ПАВ так что если ты по этой теме нам будет проще найти общий язык 3 Ищу тян возраст мало волнует 4 тг waxomole
False, двач не пускает символ В
False, nia мужского пола 21 год английский язык YouTube творчество любая музыка поездки автостопом алкоголь худые девушки tg 
False, 1 ДС 2 Кун 26 2 Возжечь свет в душах и согреваться им я знаю как Есть сотни кулстори есть не всратость и другое всякое 3 Тян Няши пишут больше двух слов Прицел на перекат ирл 4 r32145 yandex ru tg и прочее по почте 
False, 22 М ищу Ж Челябинск Пост новогодняя хандра Пока каникулы отпуск сижу без работы учебы и не знаю чем себя занять Хочу просто поболтать Не против встреч T simplerussianboy
False, ДС часто бываю в Королёве 20 М Сомневаюсь что здесь реально кого то найти ну да ладно Интересуют тян авантюристки от 18 до 21 готовые сразу в общение IRL рост вес и прочее значения не имеют но желательно не выше 180 так как я сам карлан 173 Идеально хэнд фетишистка если нет ничего страшного Для гуляний объятий и распития алкоголя Дружеские тёплые отношения возможно в будущем СО your_h4ppiness bk ru с последующей перекатом в телегу вк
True, Страшная злая патриархальная хуемразь 25 лвл ищет фемок из Мск и области чтобы вызвать их на боксрерский поединок 
False, ДС2 ДС 2 спб питер 29 М Ищу кого то для спонсорской помощи с моей стороны в обмен на интим возможно на постоянной основе возможно ненавязчивого общения Я не всрат говорят симпатичный Вы готовы есть предложения пишите anonanonan mail ru
False, Пообщаюсь неважно кто вы Больше люблю слушать но и поддерживать умею разговор Я кун 19 Тг tghex
False, 1 Кун 23 лвл ДС 2 Ищу адекватную девушку у которой слишком мало времени на отношения но хочется предаваться плотским утехам В свою очередь гарантирую собственную адекватность В личную жизнь лезть не буду рассказывать кому то о наших делах тоже Что получишь ты приятное времяпровождение в том числе возможны уютные посиделки с бутылкой вина и вкусной едой от меня немного общения чтобы проникнуться доверием Ну и собственно сам секс без обязательств учту все твои пожелания и хотелки Так как я сам работаю и времени мало то буду очень рад тебе Место для встреч есть Если ты боишься быть пущенной по кругу изнасилованной или расчлененной и поэтому грустно вздыхаешь просматривая анкеты и никому в итого не пишешь то пиши обязательно потому что в моем случае есть гарантии твоей неприкосновенности 3 asinus gloriosus yandex ru
False, Кунец целых 18 лет Огромных полотен катать не буду единственное чем могу похвастаться это большой член Собственно ищу тян для обсуждения всяких таких штук чем больше у тебя фетишей и чем они ебанутее тем лучше Телеграмм Eaniswyis Если захочешь перекатимся в более удобное для тебя пространство
False, Москва 24 в меру бородат и светлоглаз 185 70 Технарь айтишник администрирование скрипты ради атоматизации вот это всё зависаю вечерами в гамаке изредка вспоминаю как рисовать реально изредка тычу в предметы паяльником брожу ногами по городу и музеям к алкоголю сохраняю нейтралитет Добр оптимистичен и чертовски спокоен ИРЛ приветствуется Фото одобряются часто кидаюсь ими в ответку telegram De_madera
False, Кун из ДС 2 25 лвла Но сейчас я в другом городе всё пошло совсем не так как я хотел и поэтому я ищу тян из ДС 2 для общения в Сети с возможным перекатом ИРЛ когда я вернусь в середине января Сейчас мне возвращаться не к кому и я хочу это изменить vk com id466258749
False, Кун дс 17 лвл с норм внешкой и отличным епта вкусом Ищу школьницу Pikareich
False, дс2 19 м погулять кого нибудь в ближайшие часы ddcvb
False, ДС 24 М Зачём тут писать всякую поебень Если мы друг другу понравимся то встретимся а если нет то не встретимся Вообще не понимаю что за долбоёбы читают и пишут тут эти простыни Тян
False, 1 ДС М 21лвл 170 2 Интересуюсь всем подряд но всем поверхностно 3 Ищу кого угодно т к все друзья знакомые отдалились и общение свелось к минимуму Стоит отметить что я долго привыкаю к людям и вам скорее всего будет не комфортно со мной первое время мне то уж точно ведь я не знаю как вести себя с незнакомыми людьми Можем сходить куда нибудь я бы с удовольствием сходил в зоопарк посмотреть на диких котиков или в океанариум посмотреть на морских котиков но вообще мне не принципиально можем просто походить потоптать свежий снег 4 тг PolyTaipei
False, Парень 24 года Владивосток Спортивное телосложение симпатичный и самоуверенный Мои интересы это я сам но в одиночестве счастлив не будешь так что ищу такую же девушку для удовлетворения плотских желаний
False, М ДС2 25 Интересы дефолтные Кого нибудь Общаться гулять выпивать смотреть кинцо анимцо играть в настолочки и т д zttc5nzolx
True, ДС 18 девушка учусь на творческой специальности ищу человека для открытого общения и прогулок yebanyystyd yandex ru пиши оттуда перекатимся в телегу или вк 
False, 1 ДС 21 кун 189 77 спортивное телосложение 2 Ищу девушку для секса но если совпадут интересы и всё такое то можно перейти и в отношения 3 Почта getalife123 yandex ru
False, Кун 19 Кого угодно пообщаться Пожалуйста без излишней серьёзности и чтобы вы были поактивнее tghex
False, 1 ДС2 кун 21 уровня 2 Программирование компьютерные игры применение нейросаенса и психологии для улучшения жизни осознанные сновидения теории заговора паранормальные явления английский язык интеллектуальная и не очень электронная музыка 3 Будь ты хоть кун хоть тян хоть трап я буду тебе рад если ты разделяешь какие то из моих интересов Только учти что я не пидор 4 fake_mail666 mail ru а дальше перекатимся куда нибудь
False, 1 28 ДС М 2 Есть мяу ищу девушку для компании 3 vingervinger
True, 1 Тянучка 20 лвл Новосибирск 2 Интересы Рокешник гитара бухло сигареты можно и вещества 3 Ищу кунятину весело провести время 4 Телега Wonder_Waflya
True, 1 тян 21 красноярск 2 ищу куна для совместного прохождения игр например Borderlands 2 3 chl0roform тлг 
False, Вдоволь нагулявшийся видавший разное дерьмо высокий улыбчивый открытый миру и интересным знакомствам 26лвл кун с ДС В поисках такой же тян 23 для милых бесед ламповых прогулок и всего такого Послушаю твои прохладные а как заскучаем потравлю тонну своих Под годный рок 80х будем жарить блинчики на завтрак читать друг другу сказки на ночь Лоялен к веществам ну лучше уж без них Откровенно ебанутые духовно богатые личности под гнетом собственного ЧСВ сразу нахуй я за теплое человеческое общение Абсолютно пустой вк оттуда перекатимся куда нибудь 
False, Большой дядька 23 года от роду Нужен кто то кому я поезжу по ушам С меня тонна охуительных историй и проповедей которые я просто обязан рассказать JesusHui
False, Кун 19 лет Ищу тян предпочтительно с фетишом писсинг в трусики да и в целом на процесс мочеиспускания Qaradylel
False, Привет всем М 31 Москва Недавно меня схедхантили из Петербурга в Москву Поэтому теперь я коренной москвич И мне тут очень скучно Нравится тяжелая музыка Литература Знаком как с Аполлинером Рамблэ Мором так и Кингом Апдайком Кундерой Правда только по произведениям Но зато однажды я встретил Боярского Он покупал молоко в магазине на Миллионной Люблю гулять по новым местам По старым не люблю Ищу девушку для общения Сначала обычный треп А потом можем в кино сходить Или на выставку Если общение зайдет Тебе от 24 Связь kz_vm
False, 1 ДС 23 кун всратый неламповый нищеброд 169 80 2 Игры аниме манга 3 Собственную послушную тян на всю жизнь 4 vlastelin yahoo com
False, Кун 21 ДС Зеленоград Привет Всё что обо мне можно узнать будет в фейко вк Но до этого будет важно дать контекст и контекст будет заключаться даже не столько в крике а скорее писке души Я не ищу друзей не ищу кого то на поболтать ибо в плане казуального общения я сломан Я ищу одного человека ради которого смог бы продать весь остальной мир И это крайне субъективный критерий поэтому я скорее не ищу а хочу быть найден ведь видит бог что эта социальная лотерея манит Я уже много месяцев не вижу никого ирл кроме соседей и прохожих Мою психику спасает только наблюдение социальных интеракций людей на забугорных ютубах Даже игории не спасают и практически не вызывают интереса Эти дни даёт смысл вставать только занятость любительским переводом одной инди Нет мотивации искать даже музыку смотреть что то новое уже не говоря о реальных интересах Я уже сомневаюсь что что то понимаю в этой жизни Я в яме уже многие годы и хочу чтобы мне протянули руку но не из социума а из этой же ямы и чтобы мы вместе выкарабкались 
False, М 23 мухосранск Вкатываюсь в гейдев и все что для этого нужно кодинг графику анимации дизайн и тд Когда начну поднимать на этом бабло буду вкатываться в ирл Сейчас пытаюсь восстановить режим и продержаться до вечера прохожу пикрел и слушаю всякую хуйню с ютуба Поговорю с женщиной раньше таким не занимался может че нового узнаю тг enemal
False, 1 Санкт Петербург 25 годиков мужской 2 Настольный вархаммер покрас миниатюр и работа работушка кормилица родимая 3 Девушку для отношений 4 Телеграмм g_gudleifr 
True, Иркутск девушка wailful pup bk ru
False, Кун 24 дс В ушедшем году проебал почти всех друзей и вот я здесь Средне всрат а может и не средне хуй его знает не мне судить Тянучки говорят харизматичный Интересы слишком разносторонние что бы описывать их тут но среди них точно нет аниме и онлайн игор Не чухан не зож не живу с мамкой не мудак стараюсь им не быть Познакомлюсь с адекватной тян из которой не надо будет вытягивать слова найдутся общие интересы супер нет с удовольствием послушаю о твоих и расскажу про свои В ирл всегда рад но тут уж на твое усмотрение телега osama_beatdown фейкач 
False, 1 Самара 18 М 2 Интернет видеоигры навязчивые идеи 3 Человека женского пола разбирающегося в интернет культуре 4 
False, Кун 22 лвл ДС Рисую пикселями выращиваю всякое Люблю шляться по окраинам ДС и кататься на троллейбусах Кого угодно поболтать погулять 
False, Послушаю ваше нытье и сделаю вид что мне не похуй У вас час nibberslayer
False, Екб Екат Екатеринбург 25лвл М Ищу желающих ходить в бассейн тян кун не важно С тебя умение плавать хоть как то моральная и физическая готовность к спортивным нагрузкам очки плавки шапочка справка терапевта с меня тренировочная программа при желании и помощь с техникой в меру моих знаний и опыта Телосложение возраст социальный статус религия национальность значения не имеют буду рад всем Еще раз если ты не понял На первом месте стоит получение удовольствия от совместных занятий спортом в друзья кореша ебыри мужья я ни к кому не навязываюсь Но если ты хочешь развития взаимоотношений и делаешь к этому шаги возможно я повторяю я отвечу взаимностью Поэтому тян уступки делать не буду и пиздеть всю тренировку стоя в водичке я тоже не буду Кто хочет косплеить буйки и тюленей сразу мимо Плаваю обычно пн ср пт после 18 00 в этом году стартую уже с 8 января Заинтересовал Пиши в фейковк 
False, Кун 24 окрестности ДС Доброта и безразличие амбициозность на поле скуки Попытка найти умного человека как то делать жизнь вместе Имею ввиду всё что пришло вам в голову кроме гомо id263614315 wwdtr
True, тян беларусь почти третий десяток телега everlasting_winter не ищу мужика просто ищу товарищей с которыми можно общаться хоть об астрофизике без разницы откуда ты к одному парнише даже скаталась в его город вроде не разочаровался спойлер не дала а то знаю я вас просто гуляли общались не хочу скидывать вк так что отпишите в телегу если кому то в пять утра не хватает общения перекатимся в вк или же в телеге останемся с каких хуев я должна правила устанавливать 
False, elpush Пару часов до утра потом я спать К 26
False, 
False, 19 кун дс ищу тян попиздеть в скайпе тг Могу много интересного рассказать тг thankyoulinus
False, Так мне лень что то писать а скармливать вк поисковым системам не хочу Так что вы пишите в телегу а там я вам дам вк посмотрите мои подписы и сохраненки по ним все будет понятно Норм знаю английский и люблю политику это основное По жизни просто спорадически потребляю контент Пару раз вещества понравилось В общем ничего интересного не представляю поговорить на раз два mswati1
False, Здравствуй моя милая и родная Не купил твой любимый зелёный ты же знаешь что я пью только чёрный в следующий раз напомни на Кронверской есть хороший чайный магазинчик запах внутри невероятный Сходи ко врачу этот кашель уже не норма ни разу Уже не температуришь и всё же Я тут неделю назад добрёл до дворцовой красиво и группа какая то играла медленные песни лирика вобщем И по всей площади танцуют пары Даже парняга какой то в одной футболке мимо пробежал я ещё удивился а потом чуть дальше за ёлку прошёл а он там перед девочкой какой то стоит молча смотрят друг на друга Ну я думаю чего людям звенящую ноту портить свернул назад обошёл Ну так вот вся площадь танцует целуется а я иду и думаю как же блять так вышло что я тебя встретить не могу Не понимаю я Ваня на работе запиливал кулстори у него кошка рожала жена позвонила сказала что всё в порядке кошка сама пуповину отгрызла ну я и спросил сколько уже в браке Как так вышло что я каждый раз думаю что всё это ты и каждый раз ошибаюсь Возможно ты даже прямо сейчас читаешь этот пост Знай я тебя очень постараюсь найти Я никогда не перестану верить и я очень люблю тебя Пойми правильно почему я не оставлю никаких контактов единственных не выбирают а ищут обещаю что буду искать Я постараюсь иногда писать тебе пожалуйста дождись меня
True, 1 Тян 17 2 Рисование сон общение редко с кем заходит Сразу напишу о себе как о человеке Капризная привередливая сварливая В состоянии агрессии лучше меня не трогать ибо я готова разорвать всё построенное с человеком который мне дорог Но чаще всего я стеснительная замкнутая и скромная По большей части это в реале В интернетах стараюсь максимально открыться А потом в магазине не могу ответит продавцу хах Я могу показаться Вам эгоистичной Но нет это не так Я просто хочу одинокого мальчика чтобы быть только с ним Я не хочу чтобы у него были другие Естественно отдаю всё точно так же Я кстати люблю мечтать Люблю погружаться в свои иллюзии маня мирок а потом разочаровываться К сожалению я могу накрутить себе и спровоцировать конфликт пожалуйста успокой меня Я очень эмоциональна и испульсивна Я очень вспыльчива но быстро успокаиваюсь а потом жалею о этих выбросах токсинов Я противоречива в своих действиях поэтому вот Ах да я еще картавлю 3 Ищу мальчика Желательно от 18 лет Да мне невероятно важно чтобы у тебя никого не было Отдача будет взаимной Я готова заниматься с тобой чем угодно мне всё равно от куда ты Если у нас зайдет то перекатим в ирл по возможности 4 Sobludayte_chistotu mail ru dreamins
False, loverloser1
False, 54 42 4434 0 с ш N 20 30 4384 0 в г E 
True, тян спб 10 класс художка пару раз в неделю репетитор по английскому музыка под настроение вкусный чай пленочные фотоаппараты посиделки дома химия ароматические свечи из икеи с ежевикой не люблю оливки тупые комедии и холод в комнате ищу кого угодно пол возраст и прочее не важно как и город privetttkakdela mail ru
False, 1 м 16 2 английский интернет фильмы игры 3 тянку для общения 4 
False, Сис есть телега Сходимся но мне придется завести у хачей фейкосимку для регистрации фейкоакка вк
True, Девушка 21 Ш 54 43 Д 20 30 Любовь знания поиск Предпочтение в общении отдается молодым людям старше 25 лет но если ты считаешь что нам стоит пообщаться пиши Было бы неплохо друг другу понравится и генерировать качественный контент но такое редко бывает Поэтому можем просто обменяться музыкой запилить друг другу пару прохладных и попрощаться Еще хочу сгонять в Ливан или Марокко мб тут есть желающие Или те кто там уже был Приветствуются господа по 420 Приветствуются люди работающие в it в рекламе Приветствуется черный юмор Нравится восточная внешность p s не жируха яойщица
False, 1 ДС 23 М 2 Искусство книги живопись архитектура кино политика либертарианство выставки современное искусство наркотики эйфоретики галлюциногены прогулки по ночному городу 3 Девушка до 23 Экономическое или техническое образование МГУ МГИМО ВШЭ РЭШ ФУ МФТИ МГТУ МИФИ GPA 4 5 Опыт в B4 B3 IB PE VC HF обязателен Fluent English is a must Вес до 50 4 patrickbait yandex ru
False, 1 Екатеринбург Екат Екб 23 М 2 Слушать людей знакомиться бухать музло вписки внезапные вот это всё 3 Тян общение или няшиться под пледом от тебя зависит 4 hustle_bones вбыдлятне 
False, Мск 24 Кун Люблю попиздеть с тяночками на любые темы Сейчас я безработный так что у меня уйма свободного времени 
