Пол,Сообщение
False, Поговорить про мотивацию Если умеешь не делать поспешные выводы и не уходишь в крайности то пиши vk com id448282823
False, 24 парень Москва Интересуюсь музыкой нет ну правда могу часами что нибудь годное искать историей фильмами про въетнам и феласафией Ищу тян лампово поболтать с перекатом в прогулки раз уж столько выходных wtfwgd
False, дс2 дс 2 спб кун 19 лет ищу тян 16 чтобы схавать диски позалипаем в музыку пообщаемся потом начнём целоваться и возможно потрахаемся на продолжение не рассчитываю я невсрат sdqsdqsdqsdq
True, Девушка 19 лет Кобрин Хочу интересного общения желательно с парнем 
False, Кун 17 лет Омск Смотрю аниме играю в игры читаю всякую историческую и военную хуету Ищу тян 16 18 лет из своей же мухосрани с которой можно будет погулять поговорить и прочая еботня Очень желательно что бы ты разделяла мои интересы godsavekriegsmarine admiralgrafspee
False, Логично что телега
False, Телега Вк Почта 
False, Я тут подумал что будет отлично нам с тобой найти какие то занятия в интернете которые мы будем вместе делать Совместное времяпровождение это же лучшее что может быть в твоей жизни Я не знаю чем нам заняться но мы попробуем что то найти Я здесь 
False, 1 М Москва 25 2 Компы настольные и ролевые игры гитара пешие прогулки стандартные 3 Тян которая разделяет один из моих интересов 4 Тг MyVeryLongName
False, Кун 16 лет Ищу кунчика для общения в телеграмме я живу в Простоквашино Улица клумбари 34 кв 44 Этаж 2 Интересы разные Чаще всего я создаю треки для такого певца как Face скриптонит ЛСП Дома я сижу чаще чем бываю на улице поэтому у меня много свободного времени Так же люблю космос из за того что там есть звёзды красивые внеземные цивилизации неизведанные миры Из музыки я предпочитаю Клауд рэп Хип хоп но это не важно так как я мало песен буду кидать когда захочется А я не хочу слушать ваши Я добрый немного эгоист богатый но тянок нет так как они злые и не любят меня Читаю книги вслух или не вслух для развития языка В этом мире я только прохожий 
False, 1 Петербург 25 лет мужской 2 Литература чай и вообще прекрасное во всех его проявлениях 3 Ищу девушку Вообще всё это невероятно глупо ведь знакомятся обычно в компаниях или на каких то мероприятиях а тут просто ищу девушку И тем не менее вдруг из этого выйдет что то любопытное Новый год все уже слава Богу справили так что мои поиски всё же не так красноречиво бессмысленны 4 puissanse yandex ru
True, Девочка 20 лет из Екатеринбурга Ищу с кем можно погулять и поговорить обо всём Телеграм kotoyama 
False, 1 Оренбургская область Орск 28 м жирный карлик 2 Никому не говорю о своих интересах 3 Все равно никого не найду поэтому кого угодно 4 5 Со мной не о чем разговаривать я нахуй никому не нужен еще больше чем каждый из вас 6 Я первый раз здесь 7 Вы все уебки и социобляди 8 Ебал в рот все эти анкеты фото нет но я не фейк 
False, 1 Дс2 28 м 2 Саморефлексия самоанализ кино в кинотеатре литература графомания в малых формах воспоминания ну и немного анимы и сериалов 3 Человека с которым будет тепло с которым будет химия и магия Мне хочется узнавать тебя каждый день хотя бы понемногу приручать друг друга говорить о главном Не тянуть весь воз на себе дожидаясь редких односложных ответов а открыться и получить равное в ответ Без грязи цинизма игры и пошлости Во мне ещё столько нерастраченной необретённой нежности и других рвущихся наружу чувств что я хотел бы поделиться ими с тобой Ведь чудеса иногда случаются правда 4 Давай начнём с почты с эпистолярного жанра Я люблю писать длинные письма а ты 
True, 1 Ростов 30 ж 2 гиковские интересы фигурки аниме и т д 3 напообщаться а еще большой и чистой любвт 4 почта lettuselel mail ru
False, Самара 21 годик с хуев Скучный и зануда ваще пцзд Люблю читать фантастику антиутопии и т п Кого нибудь попиздеть Возможно тебе нужно выговориться и поговорить о чем то или ты просто как и я с йобнутым режим не спишь часто как нужно обычно спать Capsikus
True, тян 17 дс 2 худенькая ищу кунчика внешность не особо интересует главное что бы человек был ламповый 3 поедим мдмашечку или чего другого под пледиком meewmew
False, Кун 22 Тян 18 пообщаться ffdges 
False, 1 Псков 21 Кун 2 Интересов много начиная от Ониме и заканчивая алкоголем музыкой и татухами 3 Ищу собеседника поебать кто кун или тян 4 Телега Hvalchov
True, приветик что мне не спится Расскажешь сказку на ночь 19летней девушке dead_virgin
False, 1 Кун 20 лет ДС2 2 За 20 лет скопил очень большую кучу интересов из основного я технарь ем много психотропов интересуюсь наукой в частности нейрофизиологией физикой играю почти на всем что издает звуки 3 Тян поваляться на кровати дунуть постигать природу человека и другие важнейшие вопросы 4 tg 
False, 1 Кёльн 23lvl кун 2 Игры аниме компьютерные железки экономика 3 Тян 4 
True, 1 Киев 21 наверное не помню Сыч 2 Успешно аутирую и плэю в игоры Не учусь и не работаю Ничего не интересует но если ты попросишь я постараюсь себя увлечь этим 3 Тян офк Я же не смотрю онимэ 4 OiLamoon ps Лёха хватит уже меня палить пидр
True, тян 16 я хочу б о л т а т ь 
False, Кун 18 лет Из Серпухова Люблю музыку и прочую дичь В поисках своей тян 3
False, Мск 30 м Интересы крайне разнообразные могу общаться от выращивания морковки до проблем квантовой физики Тяночку в идеале Телега jokepyro
True, Ж 19лвл ДС Лучшая из всех кого ты встречал или когда либо встретишь Ебу твою мать Ты псина должен бегать за мной лизать мне пяточки ведь ты хуемразь а я 10 10 богиня Ты за один диалог со мной уже должен платить перманентный девственник Сразу говорю что ищу обеспеченного молодого человека 20 как лет так и см в трусах с ростом не меньше 1 8м все кто ниже карланы вы вообще не должны были из матки вылезать Ты должен иметь достаточный заработок чтоб удовлетворять моим потребность Также ты должен быть всесторонне развит начиная от познаний в области литературы Германии 19 века и заканчивая искусством сомелье Ну и очевидный момент что хата у тебя своя трешка не меньше в Москве должна быть При сообщениях первых скидывай фотки чтоб я оценила достойный ты или нет
False, Пишу еще разок это говно Дс м пачка в редных привычек и желание найти партнера metumortis
False, Минск 22 лвл Кун К сожалению хоть меня все друзья и знакомые считают хорошим добрым и умным хотя это далеко не так особо ничем примечательным похвастаться не могу Программист на самом деле веб макака люблю велопрогулки настольные игры компьютерные игры в основном стратегии инженерию люблю паять всякие штуки но руки немного из жопы поэтому периодически на выходе получается какая то неведомая фигня фанат Linux и люблю о нём потрындеть чем отпугиваю тянок Испытываю проблемы с памятью да я могу дважды посмотреть один фильм как в первый раз и только в самом конце осознать что я его уже смотрел и поэтому у меня мало интересных и весёлых историй чтобы долго развлекать ими и могу задолбать одними и теми же вопросами спустя какое то время Не пью и не курю вовсе не торкает совсем не принимайте это как вызов В свободное время люблю позалипать в сериальчики и фильмы Социофоб с кучей тараканов в голове Ещё жутко ленивый но стараюсь превозмогать себя Ищу тян которая не побоится всего того что написано выше vk mail t 4e by tg 
False, elpush Po tradicii sizhu d o utra koon 26
False, я впервые делал какую то анкету притом очень долго _ ну да ладно помимо этого скажу я пишу стихи играю в доту и тем самым зарабатываю сейчас учусь в универе и очень много проебываю но меня не так просто отчислить з еще перед НГ меня бросила девочка бухаю как мразь и не могу отойти в общем надеюсь я смогу тебя чем то заинтересовать ищу тян конечно же 
False, 1 ДС 29 М 2 Кинцо прогулги погромирование 3 Тян Для начала пообщаться а потом как пойдет 4 Фейк id136780057 
False, Сколько ни пишу разочаровывась все равно ещё разок напишу Чего ищу не знаю пожалуй просто напишу и это меня успокоит пожалуйста без вульгарности и школьников 24 м дс Tg sealoffate
False, ДС интернет ищу человека с дефицитом общения лучше 25 можем поддерживать друг друга в изучении английского и становлении погромистом или поиграть во что нибудь
False, сап двач кун 19лвл дс2 Неплохо разбираюсь в архитектуре разрабатываю шоу жопы и попы ты да ты talaya_jopa 
False, дс
False, кун 17 лвл няшный Ищу школьницу Pikareich
False, I II III Жду поговорить исключительно поехавших и самовыпильщиков IV 
True, Дубль два однако уже с контактами Саааап двощ Совершеннолетняя девочка из столицы Хохлостана Киев для любителей Ctrl F и нет я обожаю свою страну Ты мальчик киевлянин приятной внешности умный и с присутствующей харизмой а не мамкин затворник и бревно в общении как и я в постели ха нет Хочу чтобы ты был готов подняться в пять утра несмотря на то что прошлой ночью мы до победного засиживались в баре или проводили время каким либо другим образом ВАЖНО что спал то ты часа четыре дабы выбраться со мной на прогулку пока жители нашего замечательного города не успели заполонить улицы своими томными и замученными лицами Чтобы я могла вытащить тебя на какую либо выставку в кинотеатр музей ресторанчик да и просто на природу Также приветствуется инициатива с твоей стороны Хочу общаться с тобой на различные темы поэтому эрудированность мастхэв пс ещё ты должен быть выше 1 8m тысяча извинений за наглость вангую сколько тапок в меня полетит gastrolliti gmail com в письме расскажи немного о себе и что тебя сподвигло мне написать 
False, 1 СПб дс 2 ДС 2 Питер Санкт Петербург Санкт Петербург 2 Просто зашёл чтобы сказать вам что вы бесполезные животные 3 Antonysunrise
False, 1 Орск 18 кун 2 анимэ 3 тян 4 tg Uberschtein
False, Парень 22 Москва Студент недавно вернулся из армии играю на гитаре пишу музыку талантливый многие говорят что умный но я не уверен спокойный скромный добрый сентиментальный и чуткий Рост 175 не дрищ и не качок занимался спортом до 15 лет служба в ждв волосы и глаза темные многие говорят что я симпатичный но я не уверен давно не было отношений Ищу девушку 18 22 для серьезных отношений Симпатичную не более хотя бы 6 10 увлекающуюся музыкой умение играть на муз инструментах огромный плюс кино иностранными языками Добрую скромную и с хорошим чувством юмора Telegram AmnesiacZ
False, 1 Кун 25лвл Екб 2 Могу рассказать стори про трамваи 3 Сникерхэд тян 20 чтобы сходить со мной купить пару кросс а может и не одну Нужно чтобы ты разбиралась вот в этом всём могла сказать что годнота что нет и если нужно опустить с небес на землю Взамен куплю тебе шаву 4 
False, Телега 
False, дс м 23 красивые девушки ну ка быстро написали мне я что зря лепил эту анкетку если можешь в диалог и сама заинтересована в общении то вообще супер
False, 1 Беларусь Брест 18 Парень 2 О себе расскажу в ЛС не всрат 3 Тню желательно не ниже 18 и не всратую 4 Телега Oldfag322
False, 1 Парень ДС2 2 Возраст интересы и т д по ходу общения 3 Тян tg Ravah
False, М 24 Уфа Интересы всё что касается реалий науки и всего крч остального ибо дохуя Ищу кого то для интересного общения и просто хотя бы попиздеть ибо знакомые уже заебали все Телега exceptio
False, 1 Новороссийск М 29 E 2 Книги фильмы сериалы путешествия немного анимца 3 Неважно Люто не хватает интересных собеседников если шаришь в радиотехнике физике литературе да в чем угодно с удовольтвием почитаю послушаю и поддержу диалог Любишь игры и тут найдем тему ебашишь на работе аки лошадь и тут сойдемся был бы человек в общем Если живешь недалеко всегда можно встретиться и немедленно выпить ну или устроить партию в маджонг 4 Вкш ка huste Могу и другие средства связи использовать вроде 21 век уже 
False, 1 Подмосковье 28 М 2 Много интересов психология философия рисование шахматы немного физика недавно стал мамкиным сомелье хотя решил забросить винтаж немного мода бородат немного жирноват и в этом не виноват 3 Ищу куна тяну в качестве друга для продолжительного общения общаться не постоянно а с некоторыми перерывами но чтобы обязательно общение возобновлять 4 Телега Princess_Molestia
False, ну дурак забыл фейк оставить
False, Сап Кун из Кургана Нет не тот что уже писал выше Совсем уже дичаю от одиночества Без разницы какого пола пообщаться не против 
True, Тян 17 Каникулы скучно пишите 3 Люблю вино и буерак
False, М ДС 25 Поболтайте с объебосом пожалуйста прямо сейчас 3 drkzq
True, дс две тян ищут двух личностей для снятия квартиры с февраля Квартира двухкомнатная оплата 15к с человека отп на почту marta2019 bk ru marta2019 bk ru
False, 1 М Москва 25 2 Компы настольные и ролевые игры гитара пешие прогулки стандартные 3 Тян которая разделяет один из моих интересов 4 Тг MyVeryLongName
False, 1 Новосибирск кун 19 2 Анимцо игори литература вещества 3 Неважно Можем упороться можем подраться можем поебаться Открыт для всех и каждого 4 vk com detskoe_ebalo
False, всех с наступившим Новым Годом но согласитесь это же глупо привязывать праздники к числам почему всё не может быть спонтанно пожелания поздравления подарки наверно никогда этого не пойму в общем я студент проебываю всё что только можно а потом пытаюсь вылезти из жопы 4 раза подряд справился а в этот раз надежды маловато пишу стихи не очень правда но кому то когда то понравилось я слышал еще в дотку играю люблю почитать и посмотреть фильмы которые дают хлеб для размышлений у меня много вредных привычек и это делает меня свободным какой бред да D ах да мне 20 лет и я бы хотел найти тян которая скрасит мои скучные и серые будни своим общением пиши мне я всегда буду ждать arzacar
False, Мужчина 24 года Поговорить о чем нибудь с девушкой Голосом в эту ночь Пиши в телегу узнаем есть ли у нас общие темы Может выйдет пережить еще одну ночь JohnMerlin
False, М 18 Мухосрань на Дальнем востоке 182 81 Поговорить за книги и не только послушать твое нытье при наличии Тян какое же мерзкое слово Телега Jetuy
False, Омск 18 м История компьютерные игры да блин чёрт его вообще знает я устал от всего этого напишите то там и выясним Ищу тян для общения мб обнимашек Парней для совместной игры во всякое Попугаев для сожительства ВК 
False, кун дс2 21 годик не всратый учусь на химика технолога люблю работать в лабе руками подрабатываю лаборантом за бесплатно ради легкого диплома и фана много читаю люблю хорошее кино рисую и мечтаю начать уже делать татухи очень большое место в моей жизни занимает музыка Раньше занимался работал программистом Нейтрально положителен к аниме есть парочка любимых в основном типа mushishi около этой темы еще раньше увлекался ролевыми форумами Еще фоткаю Еще я добрый но ленивый Ищу тян из дс2 с более менее приятным характером и недостатком общения тепла вставь свое но без плюсов в виде 100 лишних кг на весах пиздатого чсв и подобного говна Негативно отношусь к веществам и вниманиеблядям Не буду за вас поддерживать диалог если не увижу отдачи Редко пишу первый человеку которого не считаю близким другом Люблю погулять не против пофоткать или сводить в кино приятную мне девушку Ну или нарисовать телега kyooni вк yourdeepfear
False, Кидаю еще раз свое говно Дс м вредные привычки и дикие амбиции Ищу тепла и по возможности ласки metumortis
False, В дс
True, Давайте без инерции Совсем необязательно мне писать потому что я девушка Ты традиционный апатичный умный реакционер старше 25 лет Приветствуются мигранты с европейских стран у меня есть виза europm
False, Ищу анона у которого можно на день занять хату 
False, Кун Москва ДС Тян го обниматься Для этого не важна внешность и не важно возможно или изначально нет возможности для чего то в дальнейшем хотя я конечно не против сейчас банально не хватает человеческого тепла от обнимашек 3 Хочется просто посидеть где нибудь в обнимку поглаживая друг друга по головке 3 Я очень уж люблю это надеюсь ты тоже hugme3 yandex ru
True, Эх сейчас бы с ламповым кунчиком посмотреть аниме под пледиком
False, 1 парень 15 лвл воронеж 2 люблю послушать музло в основном сижу за компом смотрю аниме или играю в новеллы 3 прикольного челика попиздеть 4 
False, М 24 ищу тян с которой можно лампово поболтать за чашкой чая в кафе или погулять и сходить на каток Без отношений ТГ Assumption1993
False, Можешь просто скинуть свою жопку если не жалко тг CEKC_C_OPEXOM
False, Муж 18 Омск Девчонки пишите Ну или не девчонки 
False, Дс
False, Ищу тян которая сходит со мной на Выставку Такаси Мураками Будет ласковый дождь в Музее современного искусства Гараж первый масштабный проект знаменитого японского художника в России Одному скучно если тебе как и мне интересно но не с кем идти то можно вместе о себе напишу в телеге Armory9 Москва Кун 22 лвл
False, Курю пью радуюсь жизни Ищу приятного общения обжиманий и прочего М metumortis
True, 1 Энгельс Тян 18 лет 175 рост и 53 кг Минус 2 развер сисек 2 Грязные пенисы жопы лица ноги руки пальцы уши глаза И немного книги 3 Куна будем играть в глупые игры и делать вид что любим друг друга 4 ВКУДАХТ
True, 1 Эстония 13 тян 2 вечно слушаю музыку играю на гитарах играю в игры фотографирую стеснительная 3 ищу с кем можно просто поговорить о чем угодно 4 телега zzzosienka
False, 1 СПБ 23 парень 2 Искусство и всё что с ним связанно рисую хорошо и люблю гулять 3 Даму для упарывания мяу и гуляшек 4 quvassiy gmail com
True, Тян 24 Обычно спасает куча работы а на этих блядских праздниках одиночество одолело Так что мне бы кого нибудь поболтать обо всем skywalker6
False, ДС к 29 Ищу вписон или постоянное жилье overdos3d
True, москва девушка 19 рок айти подругу парень не нужен
False, 1 ДС 22 кун 2 卐 3 Тян В идеале ты любишь видеоигры и или аниме это всё реально всё 4 
False, Парень Луганск 21 В качестве хобби у меня велосипед люблю в хорошую погоду наматывать по несколько десятков км вечерами Плюс несколько сфер которыми интересуюсь поверхностно перечислять смысла нет по необходимости они все равно будут затронуты Иногда что то пишу но это скорее исключение чем правило Кого ищу на самом то деле без понятия В идеале кого то из Луганска или около Чтобы и в телеге повисеть и чай вместе дегустировать Если ты тоже велан вообще идеально было бы замечательно мотаться по городу и его окрестностям с компанией Телега lancevancedanceman
True, Настена оч люблю когда так называют Дс Го делиться мемами о суициде и радоваться жизни под фенотропилом Prprprprppau
False, Кун 21 Дс2 Ищу тян с которой можно будет покурить и посмотреть аниме Будет плюсом если у тебя будут деньги чтобы скинуться и заказать пиццу Если ты анон то можем походить по району и поискать чужие закладки akiba anime yandex ru
False, Я парень Мне 18 Если важно откуда я в ЛС Увлекаюсь искусством преимущественно живописью и музыкой с большим диапазоном жанра Психология философия по немногу Размышления над абстрактными и не только вопросами Ищу девушку моего возраста или разницей не более двух лет в убывающую сторону с повышенным эстрогеном привлекательная во внешности и голосе 
False, Jolie fille Moscou 22 jenetyu
False, Сургут 23 к Интересно все но не слишком глубоко Плохая память на имена Интересную личность Телеграм Shirosagi
False, 1 ДС 22 кун ламповый и вроде даж сасный лол 193 89 2 Прогулки игры рисование захват мира 3 Ищу тян для да для всего Тебе одиноко и хочется ламповости так я ей переполнен как звезда расширяющаяся и грозящая схлопнуться в чёрную дыру Как то так Да даже если просто секса ищешь то тож пиши чому нет то по желанию могу и милостями завалить и побыть твоим лордом 4 Телега Anonstein
False, М 27 высок бородат 185 90 Из интересов работа бокс Ищу тян чтобы выпить или сходить в кино или и то и то сегодня завтра или в любой лет вечером Тг ivannikola
False, 1 ДС 23 кун всратый неламповый нищеброд 169 80 2 Игры аниме манга 3 Собственную послушную тян на всю жизнь 4 vlastelin yahoo com
False, Хочет кто прям щяс вкатиться в ебаную террарию с модами в дуо именно в дуо 
True, тян саппорт 4к ищу куна поиграть в доту dsafsg
False, 1 Москва север серой ветки 23 М 175 70 2 Закончил вуз кручусь на РАБоте В свободное время смотрю аниму учу английский или плаваю в басике 3 Ж для отношений или общения ирл 4 protivadekvatnosti
True, 1 ДС2 23 тян 2 Архитектура графика портреты экспрессионизм 3 Всех 4 
False, hi666
False, 27 ДС Ищу тян которая тоже играет в доту и любит слушать Нуки
False, DC 28 Живу один скучновато слегка Ищу тянку пообщаться или куна в цс поиграть А в идеале в дбд на плойке
True, тян Томск 19 лвл Студентка на грани отчисления Не буду расписывать кто я и что я из себя представляю Т к по общению всё будет понятно Выделю лишь несколько моментов из того что происходит со мной на данный момент а именно депрессию Мне ничто не интересно Совсем Ищу собеседника желательно куна чтобы говорить обо всём на свете наплевав на время и обстоятельства Возраст и внешность не важны Знай пожалуйста что я очень жду тебя тг whispersofthedark
False, 1 Запорожье 20 М 2 Интересов хуева туча на самом деле я просто сижу и залипаю в комп последние несколько лет но все равно могу поговорить о чем угодно 3 Тян без выебонов для совместного приятного времяпровождения в холодные зимние дни 3 4 Фейк почта priemzayavok2016 mail ru
False, Тэк с Мудрец обученный исцелять тело и души на связи Проживаю в столице нашей необъятной родины Помогу решить ваши моральные дилеммы Пиши если 1 ты милая ламповая тян желающая в новом году встретить того единственного 2 но если ты кун и тебе есть о чем спросить и ты можешь в диалог Tg Z_Capitan
False, 1 Владивосток м 24 2 Девушку можно пухленькую 3 
False, Не знаю зачем я это делаю ведь всё равно никто мне не напишет Очень скучен апатичен асоциален аполитичен Не смотрю кино сериалы аниме Мало читаю так как лень Считаю что аниме для виабу да и вообще глобализация для пидаров Я не знаю кого искать ведь тут все пытаются показать себя с хорошей стороны и не пишут своих отрицательных качеств 
False, Челяба 17м скромную тяночку на восьмерочку
False, 1 Самара 26 кун 2 Интересы дефолтные живу по схеме дом работа зал 3 Тян 4 
False, 16 lvl парень нужны любые люди способные мне помочь и объяснить как вообще можно потрахаться Логин Телеги SBCPP
False, Ищу с кем бы порегать нормалы на рупарашке в лиге легенд если тебе нечего делать или ты адк от бога то пиши сюда telegram pkg21
True, Хочу пообщаться с каким нибудь котиком Киса 18 лет Умираю от скуки Надеюсь поможем друг другу скрасить одиночество Мяу вк 
False, Конфа про Илона Маска и технологии Любители домашней уютной атмосферы пишите в телеграм
False, 1 16 лет Москва М 2 Учусь я в 9 классе 9 школы в Москве ищу девушку для долгих и милых отношений Если что приходите Улица Новаторов 36 корпус 3 Квартира 9 этаж 4 жду Если не сможете со мной связаться пишите классухе Наталье Владимировне 3 
False, 1 Кун из Омска 18 19 2 Люблю машины всей душой разносторонен открыт для новых идей и увлечений 3 желательно тян ну могу и с кунами попиздеть о жизни плюс хочу кататься по ночному городу не в одиночестве 4 Boost365 
False, Ищу тян для секса в ДС мне 27 ЗОЖ есть место Пишите в вк ну и в друзья добавляйтесь 
False, 1 Кун из ДС 22 2 Увлечения дефолтные без выебонов Музычку послушать в игрушки поиграть сериалы посмотреть это все я Ну а еще у меня работа есть буду тебе всякие ништяки покупать твикс там или киндер сюрприз по праздникам 3 Ну естественно тяночку желательно даже без хуя да вот такой я ебанутый Вообще зима тут скоро а кому захочется сидеть одному дома и смотреть на унылые заснеженные улицы Поэтому давай сидеть вдвоем 4 
True, 1 Тюмень 18 лет Женский 2 Люблю машины красивых девушек и музыку 3 Подруг друзей 4 89324848215 вэйбэр
False, Если ты ищешь компанию для распития пива каждую пятницу в пабчике барчике то эта конфа для тебя Нас много мы любим пиво и сидр возможно будем выкатываться на какие нибудь ивенты В общем приходи мы из ДС Народ у нас от 19 и выше 30 есть заходи Мы в тг P S 
True, Всем привет Я ищу молодого человека потому что я уже устала быть одна серьезно Мне не хватает нежного секса объятий приятных проглаживаний по щечкам вечерних прогулок взаимопонимания и поддержки Мне хочется дарить свою любовь быть силой и приятной для своего котика з Я замечаю с каждым днём что у нас есть люди которые вешают ярлыки на других людей и судят их говорят стереотипными фразами узко мыслят и перекидывают свой печальный опыт над других Я стараюсь так не делать поэтому и хочу чтобы ты тоже так не делать Ведь в добре и мире жить лучше правда няша Сейчас у меня новогодние настроение я укуталась в пледик и жду твоих сообщений Жду мурк Telegram rseeepa
False, Кун 25 ДС2 Так вышло что я сам довольно крупный но все мои тянки были миниатюрными и стройными Очень хочется попробовать секс с пухлотян Собственно ее и ищу Пределов жирности нет Если еще и грудь 4 то вообще супер Никаких отношений и всего такого интересует только секс Понравится обоим можно будет встречи устраивать на регулярной основе Почта privetyaizhc mail ru
False, Калуга 24 лвл парень Чтение дом работа Девушку из одного города Телега when7
False, 1 Курган kuragan kgn 24 м 2 музыка всякое говно сидеть на лавочках железные дороги 3 да хоть кого того кому так же как и мне вечерами податся некуда кто уже в алкашке ненаходит спокойствия можно девушку что бы вдвоем грустить было веселей но если парень то в принцепе попиздеть о жизни сорри за ошибки не до них сейчас дело 4 вк 
True, ДС 2 ДС 2 Тян 20 годиков прямо сейчас очень скучно давай посмотрим там у тебя фильм прогуляемся сходим куда то Чайку попьем Сегодня завтра Телега can_get_anything
False, 1 Казань 2 Пара МЖ ищем симпатичную девушку старше 18 лет для первого опыта ЖМЖ и приятного времяпрепровождения общения и тд 3 По всем вопросам в личку ВК 
False, Петербург Очень нужно чтобы Ты за мной приехал Очень очень Я теряюсь в этом месте Мне больно и грустно Давай сходим куда нибудь Zomk ririririna
False, Поправил тебя глупая
False, Красноярск как обычно прогуляться кого нибудь Жирухи и затворники нахуй пожалуйста 3
False, Кун 22 годика Пошлую тян с разнообразными фетишами для милейших бесед о прекрасном тг Lattidel
True, Тян Минск Ищу красивого парня 10 10 для ирл общения Телега didbilotvali
True, Тян 19 Дс К числам 4 5 буду в дс и мне надо где то перкантоваться За кулсторей о том как я к этому пришла и предложениями писать в телегу itsapatota 
